,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
2878,Hyundai Grand i10,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186,5,5.75,Hyundai
2879,Jaguar XJ 3.0L,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,5,75.0,Jaguar
2880,Maruti Swift Ldi,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,5,2.0,Maruti
2881,Hyundai Santro Xing,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,5,2.3,Hyundai
2882,Toyota Innova 2.5,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,8,8.2,Toyota
2883,Hyundai i20 Sportz,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,5,4.8,Hyundai
2884,Mercedes-Benz E-Class 280,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987,5,8.5,Mercedes-Benz
2885,Ford Figo Diesel,Chennai,2011,72000,Diesel,Manual,First,20.0,1399,5,2.9,Ford
2886,Toyota Corolla Altis,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,5,6.5,Toyota
2887,Hyundai Grand i10,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,5,5.85,Hyundai
2888,Jeep Compass 2.0,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,5,23.91,Jeep
2889,Maruti Ignis 1.2,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,5,7.36,Maruti
2890,Toyota Fortuner 3.0,Pune,2014,55960,Diesel,Manual,First,11.5,2982,7,17.25,Toyota
2891,Volkswagen Vento Diesel,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,5,7.0,Volkswagen
2892,Toyota Innova Crysta,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,7,17.65,Toyota
2893,Ford Figo Diesel,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399,5,2.5,Ford
2894,Toyota Platinum Etios,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,5,6.0,Toyota
2895,Mahindra Thar DI,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,7,8.25,Mahindra
2896,Land Rover Range,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,5,44.83,Land
2897,BMW 3 Series,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,5,10.5,BMW
2898,Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,5,1.9,Hyundai
2899,Maruti Celerio ZXI,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,5,4.25,Maruti
2900,Jaguar XF 2.2,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,5,26.5,Jaguar
2901,Audi A6 2.7,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,5,22.5,Audi
2902,Nissan Micra Diesel,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,5,3.3,Nissan
2903,Honda Amaze S,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198,5,4.3,Honda
2904,Renault Duster 85PS,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,5,5.25,Renault
2905,Toyota Innova 2.5,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,8,11.75,Toyota
2906,Honda Amaze E,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198,5,4.25,Honda
2907,Mercedes-Benz New C-Class,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,5,14.22,Mercedes-Benz
2908,Toyota Etios Liva,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,5,4.2,Toyota
2909,Toyota Innova Crysta,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,8,18.25,Toyota
2910,Mercedes-Benz New C-Class,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,5,18.5,Mercedes-Benz
2911,Maruti Swift VXI,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,5,2.4,Maruti
2912,Maruti Baleno Alpha,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,5,6.5,Maruti
2913,Hyundai Santro Xing,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,5,3.2,Hyundai
2914,Maruti Celerio VXI,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,5,3.99,Maruti
2915,Ford Ecosport 1.5,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,5,5.45,Ford
2916,Tata Manza Aura,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,5,2.7,Tata
2917,Honda Jazz 1.5,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,5,6.25,Honda
2918,Mahindra XUV500 W8,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,7,13.28,Mahindra
2919,Nissan Micra Diesel,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,5,3.7,Nissan
2920,Mercedes-Benz New C-Class,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,5,39.51,Mercedes-Benz
2921,Tata Manza Aura,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248,5,1.4,Tata
2922,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,5,3.5,Maruti
2923,Maruti Swift Dzire,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,5,3.78,Maruti
2924,Tata Indigo eCS,Pune,2015,83000,Diesel,Manual,First,19.09,1405,5,2.7,Tata
2925,Honda Amaze S,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,5,3.2,Honda
2926,Maruti Swift VXI,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,5,5.0,Maruti
2927,Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,7,7.0,Maruti
2928,Hyundai Grand i10,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,5,2.85,Hyundai
2929,Nissan Micra Active,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,5,4.25,Nissan
2930,Hyundai Grand i10,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,5,4.9,Hyundai
2931,Jeep Compass 2.0,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,5,16.9,Jeep
2932,Volkswagen Polo Diesel,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,5,4.25,Volkswagen
2933,Honda Amaze S,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,5,4.34,Honda
2934,BMW X3 xDrive20d,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,5,17.0,BMW
2935,BMW 3 Series,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,5,28.45,BMW
2936,Honda City V,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,5,6.15,Honda
2937,Mahindra Ssangyong Rexton,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,7,9.25,Mahindra
2938,Maruti Swift Dzire,Delhi,2015,37857,Diesel,Manual,First,26.59,1248,5,4.85,Maruti
2939,Maruti Swift VDI,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248,5,4.8,Maruti
2940,Honda Brio S,Pune,2012,49024,Petrol,Manual,First,18.4,1198,5,2.3,Honda
2941,Hyundai Grand i10,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197,5,4.75,Hyundai
2942,Tata Zest Quadrajet,Pune,2017,72000,Diesel,Manual,First,22.95,1248,5,5.0,Tata
2943,Hyundai EON Era,Jaipur,2015,91000,Petrol,Manual,First,21.1,814,5,2.5,Hyundai
2944,Hyundai i20 1.2,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197,5,5.95,Hyundai
2945,Volvo S60 D4,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984,5,16.0,Volvo
2946,Ford Ecosport 1.5,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,5,6.15,Ford
2947,Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,5,4.05,Maruti
2948,Hyundai i20 1.4,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,5,3.1,Hyundai
2949,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197,5,5.49,Maruti
2950,Porsche Panamera 2010,Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806,4,42.91,Porsche
2951,Maruti Swift VDi,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,5,5.7,Maruti
2952,Honda Brio S,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,5,2.85,Honda
2953,Chevrolet Beat LS,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199,5,2.35,Chevrolet
2954,Hyundai Creta 1.6,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591,5,14.76,Hyundai
2955,Honda City ZX,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,5,2.25,Honda
2956,Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,5,3.65,Maruti
2957,Ford EcoSport 1.5,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,5,7.25,Ford
2958,BMW 3 Series,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,5,10.69,BMW
2959,Hyundai Verna 1.6,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,5,5.5,Hyundai
2960,Maruti Wagon R,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,5,3.25,Maruti
2961,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,7,9.25,Maruti
2962,Maruti Alto LXi,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796,5,1.7,Maruti
2963,Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19.0,998,5,2.87,Maruti
2964,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993,5,17.75,BMW
2965,Mahindra KUV 100,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,5,4.5,Mahindra
2966,Hyundai i10 Magna,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,5,2.95,Hyundai
2967,Honda Civic 2006-2010,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799,5,2.6,Honda
2968,Hyundai i10 Sportz,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197,5,3.0,Hyundai
2969,Mercedes-Benz New C-Class,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143,5,15.5,Mercedes-Benz
2970,Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,17.6,1496,5,2.8,Toyota
2971,Honda City 1.5,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497,5,2.5,Honda
2972,Maruti Swift Dzire,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248,5,5.75,Maruti
2973,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197,5,2.8,Maruti
2974,Hyundai Verna 1.6,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,5,4.59,Hyundai
2975,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2,1248,5,3.65,Maruti
2976,Toyota Fortuner 4x2,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982,7,19.85,Toyota
2977,Jeep Compass 2.0,Pune,2018,16039,Diesel,Manual,First,17.1,1956,5,18.5,Jeep
2978,Hyundai i20 Asta,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197,5,6.95,Hyundai
2979,Maruti Wagon R,Delhi,2014,48500,CNG,Manual,Second,26.6,998,5,2.85,Maruti
2980,Tata New Safari,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179,7,3.75,Tata
2981,Maruti Swift Dzire,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248,5,2.3,Maruti
2982,Tata Indigo eCS,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396,5,2.3,Tata
2983,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,5,5.95,Maruti
2984,Maruti Celerio VXI,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,5,3.49,Maruti
2985,BMW 5 Series,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993,5,47.7,BMW
2986,Volkswagen Polo 1.2,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198,5,6.43,Volkswagen
2987,Tata Safari DICOR,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179,7,4.5,Tata
2988,Mini Cooper S,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598,4,39.75,Mini
2989,Ford Figo Petrol,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196,5,4.0,Ford
2990,Honda City i,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498,5,6.98,Honda
2991,Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991,7,1.75,Hyundai
2992,Skoda Laura Ambiente,Delhi,2013,81755,Diesel,Manual,First,20.0,1968,5,4.75,Skoda
2993,Toyota Fortuner 3.0,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982,7,23.5,Toyota
2994,Hyundai Verna 1.6,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582,5,7.49,Hyundai
2995,Mahindra XUV500 W6,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179,7,10.85,Mahindra
2996,Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17,799,5,3.5,Renault
2997,Hyundai i20 Asta,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197,5,6.3,Hyundai
2998,Honda City V,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497,5,6.75,Honda
2999,Ford Endeavour 3.2,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198,7,28.88,Ford
3000,Skoda Superb Elegance,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798,5,14.23,Skoda
3001,BMW 3 Series,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995,5,15.0,BMW
3002,Maruti Ertiga VXI,Mumbai,2013,53000,CNG,Manual,First,22.8,1373,7,5.8,Maruti
3003,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248,5,3.75,Maruti
3004,Hyundai Santro Xing,Jaipur,2005,120000,Petrol,Manual,First,0.0,1086,5,1.15,Hyundai
3005,Toyota Fortuner 3.0,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982,7,12.75,Toyota
3006,Maruti Swift Lxi,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298,5,1.95,Maruti
3007,Tata Tigor 1.2,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199,5,4.95,Tata
3008,Honda City i,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,5,8.25,Honda
3009,BMW 3 Series,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,5,20.99,BMW
3010,Mercedes-Benz E-Class 2009-2013,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,5,17.5,Mercedes-Benz
3011,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,5,5.36,Maruti
3012,Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,7,6.35,Maruti
3013,Hyundai Verna 1.6,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,5,2.95,Hyundai
3014,Land Rover Discovery,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,5,55.7,Land
3015,Hyundai Santro Xing,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086,5,1.15,Hyundai
3016,Mercedes-Benz New C-Class,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,5,37.5,Mercedes-Benz
3017,Hyundai i10 Magna,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,5,4.07,Hyundai
3018,Volkswagen Polo Diesel,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,5,2.99,Volkswagen
3019,Maruti Vitara Brezza,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,5,7.9,Maruti
3020,Renault Duster 85PS,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,5,7.49,Renault
3021,Tata Indica Vista,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248,5,1.1,Tata
3022,Mercedes-Benz GL-Class 350,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,7,56.0,Mercedes-Benz
3023,Hyundai Xcent 1.2,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,5,3.5,Hyundai
3024,Hyundai Verna CRDi,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,5,3.0,Hyundai
3025,Hyundai Verna 1.6,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,5,6.1,Hyundai
3026,Ford Figo Petrol,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,5,2.25,Ford
3027,Maruti Swift VDI,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,5,5.95,Maruti
3028,Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,5,4.95,Renault
3029,Volkswagen Polo 1.2,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,5,5.49,Volkswagen
3030,BMW 3 Series,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,5,6.67,BMW
3031,Skoda Rapid 1.6,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598,5,6.25,Skoda
3032,Hyundai Santro GS,Ahmedabad,2005,58000,Petrol,Manual,Second,0.0,999,5,1.51,Hyundai
3033,Audi Q7 3.0,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,7,34.88,Audi
3034,Maruti Ciaz VDi,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,5,6.9,Maruti
3035,Honda City i,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,5,5.99,Honda
3036,Mercedes-Benz E-Class 2009-2013,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,5,10.4,Mercedes-Benz
3037,Audi A6 2011-2015,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,5,29.0,Audi
3038,Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,7,5.85,Mahindra
3039,Honda City 1.5,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493,5,2.21,Honda
3040,Maruti SX4 ZXI,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,5,2.4,Maruti
3041,Toyota Corolla Altis,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,5,3.0,Toyota
3042,Volkswagen Vento Petrol,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,5,3.75,Volkswagen
3043,Hyundai EON Era,Pune,2015,66510,Petrol,Manual,First,21.1,814,5,2.95,Hyundai
3044,Skoda Laura Ambition,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968,5,5.8,Skoda
3045,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,5,4.9,Maruti
3046,Toyota Corolla Altis,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,5,16.95,Toyota
3047,Toyota Innova 2.5,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,8,12.5,Toyota
3048,Tata Tiago Wizz,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,5,5.0,Tata
3049,Skoda Rapid 1.6,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,5,4.68,Skoda
3050,Ford Endeavour 3.2,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,7,29.8,Ford
3051,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,5,3.46,Renault
3052,Hyundai i20 1.4,Pune,2012,75000,Diesel,Manual,First,23.0,1396,5,4.0,Hyundai
3053,Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,5,4.5,Skoda
3054,Toyota Corolla Altis,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,5,5.87,Toyota
3055,Mahindra Scorpio S8,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,8,9.5,Mahindra
3056,Audi Q5 2.0,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,5,32.5,Audi
3057,Chevrolet Enjoy TCDi,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248,8,3.88,Chevrolet
3058,BMW 3 Series,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,5,13.08,BMW
3059,Nissan Sunny 2011-2014,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,5,3.5,Nissan
3060,Honda Accord 2.4,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,5,3.5,Honda
3061,Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,5,4.45,Hyundai
3062,Maruti Omni E,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,8,2.35,Maruti
3063,Honda City i,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,5,5.0,Honda
3064,Audi A7 2011-2015,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967,5,28.0,Audi
3065,Ford Fiesta 1.4,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,5,2.0,Ford
3066,Hyundai i20 1.4,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,5,6.35,Hyundai
3067,Mercedes-Benz E-Class E250,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143,5,24.63,Mercedes-Benz
3068,Maruti Wagon R,Pune,2012,92000,CNG,Manual,Second,26.2,998,5,3.0,Maruti
3069,Ford EcoSport 1.5,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,5,7.9,Ford
3070,Hyundai i20 1.2,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,5,3.25,Hyundai
3071,Honda City i,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,5,8.25,Honda
3072,Nissan Micra Diesel,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,5,2.85,Nissan
3073,Ford Figo Diesel,Pune,2010,129986,Diesel,Manual,Second,20.0,1399,5,3.2,Ford
3074,Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,5,1.75,Nissan
3075,Maruti Swift VDI,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248,5,3.38,Maruti
3076,Honda Accord 2.4,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,5,5.75,Honda
3077,Skoda Superb Elegance,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,5,4.7,Skoda
3078,Maruti Omni 8,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796,5,2.9,Maruti
3079,Hyundai i20 Magna,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,5,4.25,Hyundai
3080,Hyundai Creta 1.6,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,5,14.5,Hyundai
3081,Maruti Swift VDI,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,5,5.34,Maruti
3082,Maruti Swift LDI,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,5,3.85,Maruti
3083,Toyota Innova 2.5,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,8,8.5,Toyota
3084,Hyundai Xcent 1.1,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,5,4.2,Hyundai
3085,Maruti Ertiga Paseo,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,7,6.75,Maruti
3086,Ford Endeavour 3.2,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,7,26.0,Ford
3087,Hyundai i20 1.4,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,5,8.61,Hyundai
3088,Maruti Zen Estilo,Mumbai,2009,47000,Petrol,Manual,First,19.0,998,5,1.46,Maruti
3089,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,5,2.8,Maruti
3090,Maruti Alto K10,Kochi,2018,44202,CNG,Manual,First,32.26,998,4,4.0,Maruti
3091,Honda City 1.5,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497,5,5.47,Honda
3092,Maruti Swift Dzire,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,5,2.45,Maruti
3093,BMW X1 sDrive,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,5,21.5,BMW
3094,Tata Manza Aqua,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368,5,1.38,Tata
3095,Mahindra XUV500 W10,Chennai,2016,89000,Diesel,Manual,First,16.0,2179,7,13.5,Mahindra
3096,Hyundai i10 Sportz,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,5,3.1,Hyundai
3097,Maruti Baleno Sigma,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,5,5.49,Maruti
3098,Maruti Vitara Brezza,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,5,9.51,Maruti
3099,Ford Figo Petrol,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,5,2.39,Ford
3100,Maruti Wagon R,Delhi,2014,74663,CNG,Manual,First,33.54,998,5,3.25,Maruti
3101,Volkswagen Vento Sport,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,5,5.65,Volkswagen
3102,Mahindra Xylo D2,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,7,1.85,Mahindra
3103,Porsche Cayenne Base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,5,2.02,Porsche
3104,Maruti Swift Dzire,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,5,5.8,Maruti
3105,Volkswagen Polo 1.2,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,5,6.9,Volkswagen
3106,Hyundai Verna 1.6,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,5,5.35,Hyundai
3107,Hyundai i10 Era,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,5,2.85,Hyundai
3108,Mercedes-Benz E-Class E250,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143,5,22.75,Mercedes-Benz
3109,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,5,0.45,Maruti
3110,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,5,4.64,Hyundai
3111,Honda Amaze S,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,5,5.27,Honda
3112,Tata Safari Storme,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,7,10.0,Tata
3113,Honda Brio 1.2,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,5,3.95,Honda
3114,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0,1197,5,3.38,Hyundai
3115,Volkswagen Jetta 2012-2014,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,5,16.8,Volkswagen
3116,Honda Jazz Select,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,5,1.99,Honda
3117,Hyundai Grand i10,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,5,5.84,Hyundai
3118,Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,5,36.15,Jaguar
3119,Jaguar XF 2.2,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,5,25.7,Jaguar
3120,Mahindra XUV500 W8,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179,7,9.24,Mahindra
3121,Maruti S Cross,Delhi,2015,16607,Diesel,Manual,First,22.7,1598,5,7.65,Maruti
3122,Audi A4 2.0,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,5,25.31,Audi
3123,Renault Duster 110PS,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,5,4.75,Renault
3124,Maruti Swift Dzire,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,5,6.69,Maruti
